受理号,药品名称,注册申请人,承办日期,申请日期,公示日期,状态,拟定适应症（或功能主治）
JXHS2000016,盐酸头孢卡品酯颗粒,北京华卫医药有限责任公司,2020-02-19,2020-02-19,2020-04-27,已纳入,"本品应用于小儿。
本品适用于对头孢卡品敏感的葡萄球菌属、链球菌属、肺炎球菌、卡他莫拉（布兰汉）菌、大肠埃希菌、柠檬酸杆菌属、克雷伯氏菌属、肠杆菌属、沙雷氏菌属、变形杆菌属、摩氏摩根氏菌、普罗维登斯菌属、流感嗜血杆菌、消化链球菌属、拟杆菌属、普雷沃氏菌属（除二路普雷沃尔菌外）、痤疮丙酸杆菌所致的下列感染：
○浅表性皮肤感染，深层皮肤感染，淋巴管（结）炎，慢性脓皮病
○咽喉炎，扁桃体炎（包括扁桃体周炎，扁桃体周脓肿），急性支气管炎，肺炎
○膀胱炎，肾盂肾炎
○中耳炎，鼻窦炎
○猩红热"
CXHS2000002,ZL-2401对甲苯磺酸盐片,再鼎医药（上海）有限公司,2020-02-14,2020-02-14,2020-04-24,已纳入,"1. 社区获得性细菌性肺炎（CABP）
2. 急性细菌性皮肤和皮肤结构感染（ABSSSI）
"
CXHS2000003,注射用ZL-2401对甲苯磺酸盐,再鼎医药（上海）有限公司,2020-02-14,2020-02-14,2020-04-24,已纳入,"1. 社区获得性细菌性肺炎（CABP）
2. 急性细菌性皮肤和皮肤结构感染（ABSSSI）
"
CXSS1900050,人凝血因子IX,四川远大蜀阳药业有限责任公司,2019-12-26,2020-04-02,2020-04-17,已纳入,用于预防和治疗人凝血因子IX缺乏症（乙型血友病）导致的出血。
JXSS2000003,注射用贝利尤单抗,葛兰素史克(中国)投资有限公司,2020-03-30,2020-03-31,2020-04-14,已纳入,本品与常规治疗联合，适用于在常规治疗基础上仍具有高疾病活动（例如：抗ds-DNA抗体阳性及低补体、SELENA-SLEDAI评分≥8）的活动性、自身抗体阳性的系统性红斑狼疮（SLE）5岁及以上患者。
JXSS2000004,注射用贝利尤单抗,葛兰素史克(中国)投资有限公司,2020-03-30,2020-03-31,2020-04-14,已纳入,本品与常规治疗联合，适用于在常规治疗基础上仍具有高疾病活动（例如：抗ds-DNA抗体阳性及低补体、SELENA-SLEDAI评分≥8）的活动性、自身抗体阳性的系统性红斑狼疮（SLE）5岁及以上患者
CYHS1900083,氟维司群注射液,正大天晴药业集团股份有限公司,2019-01-26,2020-02-14,2020-04-09,已纳入,本品可用于在抗雌激素辅助治疗后或治疗过程中复发的，或是在抗雌激素治疗中进展的绝经后（包括自然绝经和人工绝经）雌激素受体阳性的局部晚期或转移性乳腺癌。
CXHS2000009,甲苯磺酸尼拉帕利胶囊,再鼎医药（上海）有限公司,2020-03-20,2020-03-20,2020-04-08,已纳入,本品适用于肿瘤同源重组缺陷（HRD）阳性的晚期上皮性卵巢癌、输卵管癌或原发性腹膜癌成人患者对一线含铂化疗达到完全缓解或部分缓解后的维持治疗。
CYHS2000191,盐酸二甲双胍片,寿光富康制药有限公司,2020-03-20,2020-03-20,2020-04-03,已纳入,"1)本品首选用于单纯饮食控制及体育锻炼治疗无效的2型糖尿病，特别是肥胖的2型糖尿病。
2)对于1型或2型糖尿病，本品与胰岛素合用，可增加胰岛素的降血糖作用，减少胰岛素用量，防止低血糖发生。
3)本品也可与磺脲类口服降血糖药合用，具协同作用。
"
CXHS1900044,康泰唑胺片,上海盟科药业有限公司,2020-01-04,2020-02-18,2020-04-01,已纳入,本品适用于治疗由对本品敏感的金黄色葡萄球菌（甲氧西林敏感和耐药的菌株）、化脓性链球菌、无乳链球菌和停乳链球菌或咽峡炎链球菌等链球菌属细菌引起的复杂性皮肤和软组织感染。
CYHS2000114,盐酸芬戈莫德胶囊,广东东阳光药业有限公司,2020-02-26,2020-02-28,2020-04-01,已纳入,本品适用于治疗复发型多发性硬化症（MS），降低临床上疾病复发的频率和延迟身体残疾的累积。
JXHS1900172,达伐吡啶缓释片,安若维他药业泰州有限公司,2020-01-06,2020-01-16,2020-04-01,已纳入,本品是一种钾通道阻滞剂，用于改善患有多发性硬化症（MS）的成人的行走能力。表现为步行速度的提高。
JXHS2000013,富马酸二甲酯肠溶胶囊,艾昆纬医药科技（上海）有限公司,2020-02-15,2020-02-17,2020-04-01,已纳入,本品适用于复发型多发性硬化成年患者的治疗：包括临床孤立综合征、复发缓解型、活动性继发进展型。
JXHS2000014,富马酸二甲酯肠溶胶囊,艾昆纬医药科技（上海）有限公司,2020-02-15,2020-02-17,2020-04-01,已纳入,本品适用于复发型多发性硬化成年患者的治疗：包括临床孤立综合征、复发缓解型、活动性继发进展型。
CYHS1900699,米拉贝隆缓释片,杭州华东医药集团浙江华义制药有限公司,2019-10-16,2019-10-16,2020-03-31,已纳入,成年膀胱过度活动症（OAB）患者尿急、尿频和/或急迫性尿失禁的对症治疗。
CXHS2000008,奥布替尼片,北京诺诚健华医药科技有限公司,2020-03-17,2020-03-17,2020-03-26,已纳入,本品单药适用于既往至少接受过一种治疗的套细胞淋巴瘤患者的治疗。
JXHS1900125,西罗莫司外用凝胶,北京希而欧生物医药开发有限公司,2019-10-24,2019-10-29,2020-03-16,已纳入,结节性硬化症皮肤损害
CYHS1900363,非布司他片,东莞市阳之康医药有限责任公司,2019-06-05,2020-03-04,2020-03-13,已纳入,适用于痛风患者高尿酸血症的长期治疗。不推荐用于无临床症状的高尿酸血症。
CYHS1900364,非布司他片,东莞市阳之康医药有限责任公司,2019-06-05,2020-03-04,2020-03-13,已纳入,适用于痛风患者高尿酸血症的长期治疗。不推荐用于无临床症状的高尿酸血症。
JXHS1900114,多拉韦林片,默沙东研发（中国）有限公司,2019-09-27,2019-12-24,2020-03-13,已纳入,本品适用于与其他抗反转录病毒药物联合治疗HIV-1感染且无NNRTI类耐药的既往或现有证据的成年患者。
JXHS1900115,多拉韦林拉米夫定替诺福韦片,默沙东研发（中国）有限公司,2019-09-27,2019-12-24,2020-03-13,已纳入,本品适用于治疗HIV-1感染且无NNRTI类药物拉米夫定或替诺福韦耐药性的既往或现有证据的成年患者。
JXHS1900175,氘代丁苯那嗪片,泰卫医药信息咨询（上海）有限公司,2019-12-27,2019-12-27,2020-03-13,已纳入,本品适用于治疗成年人迟发性运动障碍
JXHS1900176,氘代丁苯那嗪片,泰卫医药信息咨询（上海）有限公司,2019-12-27,2019-12-27,2020-03-13,已纳入,本品适用于治疗成年人迟发性运动障碍  
JXHS1900177,氘代丁苯那嗪片,泰卫医药信息咨询（上海）有限公司,2019-12-27,2019-12-27,2020-03-13,已纳入,本品适用于治疗成年人迟发性运动障碍 
JXHS1900178,氘代丁苯那嗪片,泰卫医药信息咨询（上海）有限公司,2019-12-27,2019-12-27,2020-03-13,已纳入,本品适用于治疗与亨廷顿病有关的舞蹈病
JXHS1900179,氘代丁苯那嗪片,泰卫医药信息咨询（上海）有限公司,2019-12-27,2019-12-27,2020-03-13,已纳入,本品适用于治疗与亨廷顿病有关的舞蹈病
JXHS1900180,氘代丁苯那嗪片,泰卫医药信息咨询（上海）有限公司,2019-12-27,2019-12-27,2020-03-13,已纳入,本品适用于治疗与亨廷顿病有关的舞蹈病
JXSS2000001,注射用伊珠单抗奥唑米星,辉瑞投资有限公司,2020-01-22,2020-01-22,2020-03-09,已纳入,伊珠单抗奥唑米星拟用于治疗患有复发或难治性前体B细胞急性淋巴细胞性白血病的成年患者。
CYHS1900503,塞来昔布胶囊,北京亚宝生物药业有限公司,2019-07-29,2020-01-18,2020-03-06,已纳入,1) 用于缓解骨关节炎（OA）的症状和体征。 2) 用于缓解成人类风湿关节炎（RA）的症状和体征。 3) 用于治疗成人急性疼痛（AP）。 4) 用于缓解强直性脊柱炎的症状和体征。
CYHS1900504,塞来昔布胶囊,北京亚宝生物药业有限公司,2019-07-29,2020-01-18,2020-03-06,已纳入,1) 用于缓解骨关节炎（OA）的症状和体征。 2) 用于缓解成人类风湿关节炎（RA）的症状和体征。 3) 用于治疗成人急性疼痛（AP）。 4) 用于缓解强直性脊柱炎的症状和体征。
CYHS1900505,塞来昔布胶囊,北京亚宝生物药业有限公司,2019-07-29,2020-01-18,2020-03-06,已纳入,1) 用于缓解骨关节炎（OA）的症状和体征。 2) 用于缓解成人类风湿关节炎（RA）的症状和体征。 3) 用于治疗成人急性疼痛（AP）。 4) 用于缓解强直性脊柱炎的症状和体征。
CYHS1900648,呋塞米口服溶液,南京泽恒医药技术开发有限公司,2019-09-26,2019-09-30,2020-03-06,已纳入,"（1）呋塞米适用于需要立即利尿的所有病症，包括心，肺，肝和肾水肿，机械性梗阻或静脉功能不全引起的外周水肿，高血压。
（2）还适用于任何原因引起的轻度水肿的维持治疗。"
CYHS2000008,阿托伐他汀钙片,宁波科尔康美诺华药业有限公司,2020-01-15,2020-01-22,2020-03-06,已纳入,"高胆固醇血症
原发性高胆固醇血症患者，包括家族性高胆固醇血症(杂合子型)或混合性高脂血症(相当于Fredrickson 分类法的IIa 和IIb 型)患者，如果饮食治疗和其它非药物治疗疗效不满意，应用本品可治疗其总胆固醇（Total cholesterol， TC）升高、低密度脂蛋白胆固醇（Low-density lipoprotein cholesterol， LDL-C）升高、载脂蛋白B（Apolipoprotein B， Apo B）升高和甘油三酯（Triglycerides，TG）升高。
在纯合子家族性高胆固醇血症患者，阿托伐他汀钙可与其它降脂疗法（如低密度脂蛋白血浆透析法）合用或单独使用（当无其它治疗手段时），以降低总胆固醇（TC）和低密度脂蛋白胆固醇（LDL-C）。
冠心病
冠心病或冠心病等危症（如：糖尿病，症状性动脉粥样硬化性疾病等）合并高胆固醇血症或混合型血脂异常的患者，本品适用于：降低非致死性心肌梗死的风险、降低致死性和非致死性卒中的风险、降低血管重建术的风险、降低因充血性心力衰竭而住院的风险、降低心绞痛的风险。"
CYHS2000009,阿托伐他汀钙片,宁波科尔康美诺华药业有限公司,2020-01-15,2020-01-22,2020-03-06,已纳入,"高胆固醇血症
原发性高胆固醇血症患者，包括家族性高胆固醇血症(杂合子型)或混合性高脂血症(相当于Fredrickson 分类法的IIa 和IIb 型)患者，如果饮食治疗和其它非药物治疗疗效不满意，应用本品可治疗其总胆固醇（Total cholesterol， TC）升高、低密度脂蛋白胆固醇（Low-density lipoprotein cholesterol， LDL-C）升高、载脂蛋白B（Apolipoprotein B， Apo B）升高和甘油三酯（Triglycerides，TG）升高。
在纯合子家族性高胆固醇血症患者，阿托伐他汀钙可与其它降脂疗法（如低密度脂蛋白血浆透析法）合用或单独使用（当无其它治疗手段时），以降低总胆固醇（TC）和低密度脂蛋白胆固醇（LDL-C）。
冠心病
冠心病或冠心病等危症（如：糖尿病，症状性动脉粥样硬化性疾病等）合并高胆固醇血症或混合型血脂异常的患者，本品适用于：降低非致死性心肌梗死的风险、降低致死性和非致死性卒中的风险、降低血管重建术的风险、降低因充血性心力衰竭而住院的风险、降低心绞痛的风险。"
CYHS2000010,阿托伐他汀钙片,宁波科尔康美诺华药业有限公司,2020-01-15,2020-01-22,2020-03-06,已纳入,"高胆固醇血症
原发性高胆固醇血症患者，包括家族性高胆固醇血症(杂合子型)或混合性高脂血症(相当于Fredrickson 分类法的IIa 和IIb 型)患者，如果饮食治疗和其它非药物治疗疗效不满意，应用本品可治疗其总胆固醇（Total cholesterol， TC）升高、低密度脂蛋白胆固醇（Low-density lipoprotein cholesterol， LDL-C）升高、载脂蛋白B（Apolipoprotein B， Apo B）升高和甘油三酯（Triglycerides，TG）升高。
在纯合子家族性高胆固醇血症患者，阿托伐他汀钙可与其它降脂疗法（如低密度脂蛋白血浆透析法）合用或单独使用（当无其它治疗手段时），以降低总胆固醇（TC）和低密度脂蛋白胆固醇（LDL-C）。
冠心病
冠心病或冠心病等危症（如：糖尿病，症状性动脉粥样硬化性疾病等）合并高胆固醇血症或混合型血脂异常的患者，本品适用于：降低非致死性心肌梗死的风险、降低致死性和非致死性卒中的风险、降低血管重建术的风险、降低因充血性心力衰竭而住院的风险、降低心绞痛的风险。"
CYHS2000012,盐酸二甲双胍缓释片,南通联亚药业有限公司,2020-02-14,2020-02-18,2020-03-06,已纳入,本品可用于改善2型糖尿病患者的血糖控制，建议联合饮食和运动疗法。
CYHS2000013,盐酸二甲双胍缓释片,南通联亚药业有限公司,2020-02-14,2020-02-18,2020-03-06,已纳入,本品可用于改善2型糖尿病患者的血糖控制，建议联合饮食和运动疗法。
CYHS2000038,盐酸度洛西汀肠溶胶囊,重庆药友制药有限责任公司,2020-01-16,2020-01-16,2020-03-05,已纳入,"用于治疗抑郁症；
用于治疗广泛性焦虑障碍；
用于治疗慢性肌肉骨骼疼痛。"
CYHS2000039,盐酸度洛西汀肠溶胶囊,重庆药友制药有限责任公司,2020-01-16,2020-01-16,2020-03-05,已纳入,"我公司盐酸度洛西汀肠溶胶囊（规格：20mg, 30mg,60mg）符合优先审评审批情形：第（一）条“具有明显临床价值，符合下列情形之一的药品注册申请”项下第五条“在中国境内用同一生产线生产并在美国药品审批机构同步申请上市且通过了其现场检查的药品注册申请”，特向贵中心申请本品优先审评审批。
理由如下：
1.我公司盐酸度洛西汀肠溶胶囊已在美国批准上市。
其大致研发历程如下：
2014年3月，完成了本品处方、工艺研究以及生物等效性试验等研究工作；
2014年5月，向美国FDA提交ANDA申请；
2016年1月，接受了美国FDA现场核查，并于2016年04月25日获到其现场核查通过函（详见附件1）；
2017年7月，向FDA递交原料药供应商变更申请；
2018年12月，向FDA补充递交变更原料药供应商后的补充研究资料，包括采用新原料药供应商进行的生物等效性试验数据；
2019年8月，获到美国FDA正式批准（批准信详见附件2）。
2.我公司盐酸度洛西汀肠溶胶囊此次国内申请采用美国上市产品同一生产线同一处方工艺生产。
我公司盐酸度洛西汀肠溶胶囊于2019年8月向国家总局按新化药4类提出申报生产的注册申请。此次申请采用美国上市产品同一生产线同一处方工艺生产。其中，以面向美国市场的注册批作为国内申报的注册批。
综上所述，我公司盐酸度洛西汀肠溶胶囊符合第（一）条第五项的优先审评审批的要求，恳请CDE优先审评我公司申报的盐酸度洛西汀肠溶胶囊注册申请。"
CYHS2000040,盐酸度洛西汀肠溶胶囊,重庆药友制药有限责任公司,2020-01-16,2020-01-16,2020-03-05,已纳入,"用于治疗抑郁症；
用于治疗广泛性焦虑障碍；
用于治疗慢性肌肉骨骼疼痛。"
CXSS2000006,益基利仑赛注射液（拟定）,复星凯特生物科技有限公司,2020-02-26,2020-02-26,2020-03-05,已纳入,用于治疗既往接受二线或以上系统性治疗后复发或难治性大B细胞淋巴瘤成人患者，包括弥漫性大B细胞淋巴瘤非特指型（DLBCL，NOS），原发纵隔大B细胞淋巴瘤（PMBCL）、高级别B细胞淋巴瘤和滤泡性淋巴瘤转化的DLBCL。
